Entity,Date,Seasonal variation,Combined measurements,Monthly averaged,Annual averaged,monthly_sea_surface_temperature_anomaly,Sea surface temp (lower-bound),Sea surface temp (upper-bound),Monthly pH measurement,Annual average,Temperature anomaly,Church & White,University of Hawaii,Average,arctic_sea_ice_osisaf,Monthly averaged,Annual averaged,Monthly averaged,Annual averaged
World,1/15/26,,,,,-0.09429,-0.171,-0.006,,,0.21,-133.2140625,,-133.21406,,,,,
World,2/15/26,,,,,-0.2124,-0.288,-0.123,,,0.03,,,,,,,,
World,3/15/26,,,,,-0.10524,-0.18,-0.0175,,,0.12,,,,,,,,
World,4/15/26,,,,,-0.09808,-0.173,-0.007,,,-0.12,-135.5807292,,-135.58073,,,,,
World,5/15/26,,,,,-0.15695,-0.2395,-0.061,,,-0.23,,,,,,,,
World,6/15/26,,,,,-0.10571,-0.1965,-0.0055,,,-0.26,,,,,,,,
World,7/15/26,,,,,-0.21945,-0.313,-0.1195,,,-0.28,-126.2807292,,-126.28073,,,,,
World,8/15/26,,,,,-0.12816,-0.221,-0.0265,,,-0.14,,,,,,,,
World,9/15/26,,,,,-0.13965,-0.218,-0.0465,,,-0.15,,,,,,,,
World,10/15/26,,,,,-0.07537,-0.1515,0.0165,,,-0.12,-122.6807292,,-122.68073,,,,,
World,11/15/26,,,,,-0.2003,-0.2765,-0.111,,,-0.07,,,,,,,,
World,12/15/26,,,,,-0.17885,-0.2575,-0.0895,,,-0.3,,,,,,,,
World,1/15/27,,,,,-0.21914,-0.2995,-0.1305,,,-0.27,-133.5473958,,-133.5474,,,,,
World,2/15/27,,,,,-0.17973,-0.2595,-0.097,,,-0.17,,,,,,,,
World,3/15/27,,,,,-0.28912,-0.3675,-0.2085,,,-0.38,,,,,,,,
World,4/15/27,,,,,-0.22913,-0.3085,-0.146,,,-0.3,-128.7140625,,-128.71406,,,,,
World,5/15/27,,,,,-0.24336,-0.325,-0.159,,,-0.26,,,,,,,,
World,6/15/27,,,,,-0.30413,-0.3935,-0.2165,,,-0.27,,,,,,,,
World,7/15/27,,,,,-0.2249,-0.3135,-0.1385,,,-0.19,-127.7473958,,-127.7474,,,,,
World,8/15/27,,,,,-0.14257,-0.225,-0.059,,,-0.24,,,,,,,,
World,9/15/27,,,,,-0.21147,-0.2905,-0.13,,,-0.13,,,,,,,,
World,10/15/27,,,,,-0.16853,-0.252,-0.0835,,,-0.01,-131.9807292,,-131.98073,,,,,
World,11/15/27,,,,,-0.18598,-0.2655,-0.102,,,-0.05,,,,,,,,
World,12/15/27,,,,,-0.19992,-0.281,-0.112,,,-0.33,,,,,,,,
World,1/15/28,,,,,-0.13474,-0.213,-0.049,,,-0.02,-138.5140625,,-138.51406,,,,,
World,2/15/28,,,,,-0.19425,-0.27,-0.11,,,-0.09,,,,,,,,
World,3/15/28,,,,,-0.2629,-0.3365,-0.1785,,,-0.25,,,,,,,,
World,4/15/28,,,,,-0.21429,-0.2885,-0.1275,,,-0.28,-134.5807292,,-134.58073,,,,,
World,5/15/28,,,,,-0.29395,-0.3785,-0.2055,,,-0.3,,,,,,,,
World,6/15/28,,,,,-0.30667,-0.3995,-0.215,,,-0.39,,,,,,,,
World,7/15/28,,,,,-0.21785,-0.308,-0.1285,,,-0.19,-128.8807292,,-128.88073,,,,,
World,8/15/28,,,,,-0.21129,-0.302,-0.1215,,,-0.23,,,,,,,,
World,9/15/28,,,,,-0.27017,-0.3505,-0.182,,,-0.21,,,,,,,,
World,10/15/28,,,,,-0.23067,-0.3075,-0.141,,,-0.19,-133.8807292,,-133.88073,,,,,
World,11/15/28,,,,,-0.29261,-0.37,-0.206,,,-0.09,,,,,,,,
World,12/15/28,,,,,-0.35966,-0.4395,-0.2725,,,-0.16,,,,,,,,
World,1/15/29,,,,,-0.38069,-0.465,-0.2945,,,-0.45,-141.3473958,,-141.3474,,,,,
World,2/15/29,,,,,-0.36982,-0.4515,-0.288,,,-0.58,,,,,,,,
World,3/15/29,,,,,-0.40217,-0.4825,-0.321,,,-0.33,,,,,,,,
World,4/15/29,,,,,-0.32105,-0.3985,-0.2355,,,-0.41,-133.1140625,,-133.11406,,,,,
World,5/15/29,,,,,-0.38752,-0.468,-0.303,,,-0.38,,,,,,,,
World,6/15/29,,,,,-0.32945,-0.421,-0.24,,,-0.43,,,,,,,,
World,7/15/29,,,,,-0.39975,-0.4905,-0.312,,,-0.36,-129.0807292,,-129.08073,,,,,
World,8/15/29,,,,,-0.26116,-0.348,-0.174,,,-0.33,,,,,,,,
World,9/15/29,,,,,-0.27074,-0.3495,-0.186,,,-0.26,,,,,,,,
World,10/15/29,,,,,-0.28438,-0.3665,-0.2,,,-0.15,-131.4473958,,-131.4474,,,,,
World,11/15/29,,,,,-0.17516,-0.259,-0.091,,,-0.11,,,,,,,,
World,12/15/29,,,,,-0.25807,-0.343,-0.1715,,,-0.54,,,,,,,,
World,1/15/30,,,,,-0.32087,-0.4035,-0.2265,,,-0.3,-134.6473958,,-134.6474,,,,,
World,2/15/30,,,,,-0.34979,-0.4285,-0.258,,,-0.26,,,,,,,,
World,3/15/30,,,,,-0.24604,-0.3225,-0.155,,,-0.1,,,,,,,,
World,4/15/30,,,,,-0.18344,-0.259,-0.0945,,,-0.25,-136.0140625,,-136.01406,,,,,
World,5/15/30,,,,,-0.19216,-0.2735,-0.102,,,-0.24,,,,,,,,
World,6/15/30,,,,,-0.23707,-0.332,-0.142,,,-0.22,,,,,,,,
World,7/15/30,,,,,-0.18656,-0.283,-0.09,,,-0.21,-122.9140625,,-122.91406,,,,,
World,8/15/30,,,,,-0.12342,-0.218,-0.027,,,-0.15,,,,,,,,
World,9/15/30,,,,,-0.07056,-0.151,0.021,,,-0.16,,,,,,,,
World,10/15/30,,,,,-0.02469,-0.1035,0.0685,,,-0.12,-124.7807292,,-124.78073,,,,,
World,11/15/30,,,,,-0.01667,-0.0985,0.0795,,,0.18,,,,,,,,
World,12/15/30,,,,,-0.06927,-0.1525,0.0275,,,-0.05,,,,,,,,
World,1/15/31,,,,,-0.02487,-0.1085,0.071,,,-0.1,-130.8473958,,-130.8474,,,,,
World,2/15/31,,,,,-0.08248,-0.1635,0.0105,,,-0.21,,,,,,,,
World,3/15/31,,,,,-0.0741,-0.156,0.0205,,,-0.1,,,,,,,,
World,4/15/31,,,,,-0.12057,-0.2025,-0.0235,,,-0.23,-130.0807292,,-130.08073,,,,,
World,5/15/31,,,,,-0.10446,-0.1895,-0.003,,,-0.2,,,,,,,,
World,6/15/31,,,,,-0.06876,-0.162,0.037,,,-0.08,,,,,,,,
World,7/15/31,,,,,-0.10784,-0.197,-0.007,,,-0.04,-126.7473958,,-126.7474,,,,,
World,8/15/31,,,,,-0.09005,-0.1805,0.012,,,-0.04,,,,,,,,
World,9/15/31,,,,,-0.08469,-0.164,0.013,,,-0.07,,,,,,,,
World,10/15/31,,,,,-0.18073,-0.268,-0.0825,,,0.05,-131.2140625,,-131.21406,,,,,
World,11/15/31,,,,,-0.18214,-0.2655,-0.087,,,-0.06,,,,,,,,
World,12/15/31,,,,,-0.21729,-0.2995,-0.1225,,,-0.05,,,,,,,,
World,1/15/32,,,,,-0.19682,-0.281,-0.103,,,0.16,-126.7140625,,-126.71406,,,,,
World,2/15/32,,,,,-0.1396,-0.2215,-0.047,,,-0.17,,,,,,,,
World,3/15/32,,,,,-0.13762,-0.2175,-0.0475,,,-0.18,,,,,,,,
World,4/15/32,,,,,-0.19269,-0.2745,-0.103,,,-0.06,-124.4140625,,-124.41406,,,,,
World,5/15/32,,,,,-0.18502,-0.267,-0.092,,,-0.17,,,,,,,,
World,6/15/32,,,,,-0.24987,-0.346,-0.151,,,-0.29,,,,,,,,
World,7/15/32,,,,,-0.17895,-0.274,-0.0815,,,-0.24,-125.1473958,,-125.1474,,,,,
World,8/15/32,,,,,-0.24011,-0.3265,-0.147,,,-0.22,,,,,,,,
World,9/15/32,,,,,-0.10121,-0.1805,-0.009,,,-0.1,,,,,,,,
World,10/15/32,,,,,-0.25153,-0.3335,-0.1595,,,-0.09,-122.6473958,,-122.6474,,,,,
World,11/15/32,,,,,-0.24453,-0.3255,-0.1555,,,-0.27,,,,,,,,
World,12/15/32,,,,,-0.19389,-0.276,-0.1045,,,-0.26,,,,,,,,
World,1/15/33,,,,,-0.17535,-0.2605,-0.0795,,,-0.23,-117.5473958,,-117.5474,,,,,
World,2/15/33,,,,,-0.19012,-0.271,-0.0985,,,-0.29,,,,,,,,
World,3/15/33,,,,,-0.27053,-0.348,-0.1815,,,-0.29,,,,,,,,
World,4/15/33,,,,,-0.19295,-0.27,-0.1015,,,-0.24,-116.3140625,,-116.31406,,,,,
World,5/15/33,,,,,-0.24306,-0.3165,-0.1495,,,-0.29,,,,,,,,
World,6/15/33,,,,,-0.28639,-0.368,-0.188,,,-0.34,,,,,,,,
World,7/15/33,,,,,-0.26441,-0.3455,-0.167,,,-0.21,-119.9807292,,-119.98073,,,,,
World,8/15/33,,,,,-0.23303,-0.3105,-0.136,,,-0.23,,,,,,,,
World,9/15/33,,,,,-0.33457,-0.4125,-0.2355,,,-0.29,,,,,,,,
World,10/15/33,,,,,-0.26872,-0.35,-0.172,,,-0.24,-122.8807292,,-122.88073,,,,,
World,11/15/33,,,,,-0.32885,-0.412,-0.234,,,-0.3,,,,,,,,
World,12/15/33,,,,,-0.39943,-0.4845,-0.307,,,-0.44,,,,,,,,
World,1/15/34,,,,,-0.29059,-0.3795,-0.199,,,-0.2,-123.8473958,,-123.8474,,,,,
World,2/15/34,,,,,-0.39286,-0.4795,-0.301,,,-0.02,,,,,,,,
World,3/15/34,,,,,-0.38168,-0.4645,-0.2915,,,-0.29,,,,,,,,
World,4/15/34,,,,,-0.23806,-0.32,-0.147,,,-0.3,-120.6473958,,-120.6474,,,,,
World,5/15/34,,,,,-0.25007,-0.3295,-0.1585,,,-0.09,,,,,,,,
World,6/15/34,,,,,-0.08796,-0.1655,0.009,,,-0.15,,,,,,,,
World,7/15/34,,,,,-0.11158,-0.191,-0.0155,,,-0.1,-127.3473958,,-127.3474,,,,,
World,8/15/34,,,,,-0.11345,-0.1905,-0.0185,,,-0.12,,,,,,,,
World,9/15/34,,,,,-0.06648,-0.149,0.027,,,-0.15,,,,,,,,
World,10/15/34,,,,,-0.18959,-0.275,-0.0945,,,-0.06,-128.5473958,,-128.5474,,,,,
World,11/15/34,,,,,-0.13396,-0.2255,-0.0425,,,0.04,,,,,,,,
World,12/15/34,,,,,-0.23507,-0.328,-0.1425,,,-0.02,,,,,,,,
World,1/15/35,,,,,-0.19819,-0.287,-0.107,,,-0.34,-119.3473958,,-119.3474,,,,,
World,2/15/35,,,,,-0.22253,-0.3075,-0.131,,,0.14,,,,,,,,
World,3/15/35,,,,,-0.32769,-0.4095,-0.241,,,-0.14,,,,,,,,
World,4/15/35,,,,,-0.13824,-0.2185,-0.047,,,-0.37,-116.1140625,,-116.11406,,,,,
World,5/15/35,,,,,-0.23706,-0.315,-0.144,,,-0.28,,,,,,,,
World,6/15/35,,,,,-0.19802,-0.277,-0.105,,,-0.26,,,,,,,,
World,7/15/35,,,,,-0.20517,-0.2825,-0.111,,,-0.21,-118.1473958,,-118.1474,,,,,
World,8/15/35,,,,,-0.2229,-0.2985,-0.135,,,-0.22,,,,,,,,
World,9/15/35,,,,,-0.18815,-0.2655,-0.098,,,-0.21,,,,,,,,
World,10/15/35,,,,,-0.17301,-0.2555,-0.0835,,,-0.05,-123.7473958,,-123.7474,,,,,
World,11/15/35,,,,,-0.22274,-0.311,-0.1325,,,-0.25,,,,,,,,
World,12/15/35,,,,,-0.25695,-0.346,-0.166,,,-0.16,,,,,,,,
World,1/15/36,,,,,-0.26301,-0.3515,-0.1745,,,-0.27,-120.5140625,,-120.51406,,,,,
World,2/15/36,,,,,-0.15349,-0.24,-0.0615,,,-0.37,,,,,,,,
World,3/15/36,,,,,-0.25795,-0.3405,-0.1675,,,-0.2,,,,,,,,
World,4/15/36,,,,,-0.18434,-0.2655,-0.091,,,-0.2,-124.9473958,,-124.9474,,,,,
World,5/15/36,,,,,-0.21066,-0.292,-0.1165,,,-0.16,,,,,,,,
World,6/15/36,,,,,-0.20771,-0.2855,-0.1165,,,-0.21,,,,,,,,
World,7/15/36,,,,,-0.17168,-0.251,-0.0775,,,-0.09,-124.8140625,,-124.81406,,,,,
World,8/15/36,,,,,-0.11719,-0.1955,-0.0265,,,-0.13,,,,,,,,
World,9/15/36,,,,,-0.12823,-0.2045,-0.039,,,-0.09,,,,,,,,
World,10/15/36,,,,,-0.07988,-0.1645,0.012,,,-0.02,-124.0807292,,-124.08073,,,,,
World,11/15/36,,,,,-0.19646,-0.2835,-0.1075,,,0.02,,,,,,,,
World,12/15/36,,,,,-0.16504,-0.253,-0.0755,,,0,,,,,,,,
World,1/15/37,,,,,-0.1402,-0.23,-0.045,,,-0.07,-119.7140625,,-119.71406,,,,,
World,2/15/37,,,,,-0.03397,-0.122,0.0605,,,0.03,,,,,,,,
World,3/15/37,,,,,-0.09609,-0.1805,-0.0055,,,-0.2,,,,,,,,
World,4/15/37,,,,,-0.06213,-0.1445,0.029,,,-0.15,-117.5473958,,-117.5474,,,,,
World,5/15/37,,,,,-0.10417,-0.183,-0.01,,,-0.05,,,,,,,,
World,6/15/37,,,,,-0.06116,-0.143,0.039,,,-0.05,,,,,,,,
World,7/15/37,,,,,0.04584,-0.0335,0.143,,,-0.03,-119.8807292,,-119.88073,,,,,
World,8/15/37,,,,,0.03762,-0.0405,0.1315,,,0.02,,,,,,,,
World,9/15/37,,,,,0.04501,-0.0365,0.1405,,,0.09,,,,,,,,
World,10/15/37,,,,,-0.00563,-0.093,0.089,,,0.09,-115.8473958,,-115.8474,,,,,
World,11/15/37,,,,,-0.05232,-0.143,0.04,,,0.08,,,,,,,,
World,12/15/37,,,,,-0.03751,-0.1295,0.0605,,,-0.07,,,,,,,,
World,1/15/38,,,,,-0.09754,-0.1855,-0.0065,,,0.09,-110.9140625,,-110.91406,,,,,
World,2/15/38,,,,,-0.04984,-0.1355,0.041,,,0.04,,,,,,,,
World,3/15/38,,,,,-0.08925,-0.1705,-0.0005,,,0.1,,,,,,,,
World,4/15/38,,,,,-0.13563,-0.2165,-0.0435,,,0.07,-112.1140625,,-112.11406,,,,,
World,5/15/38,,,,,-0.1848,-0.26,-0.0885,,,-0.09,,,,,,,,
World,6/15/38,,,,,-0.11462,-0.1905,-0.0155,,,-0.17,,,,,,,,
World,7/15/38,,,,,-0.09381,-0.1675,0.003,,,-0.09,-121.5473958,,-121.5474,,,,,
World,8/15/38,,,,,-0.05789,-0.133,0.0385,,,-0.05,,,,,,,,
World,9/15/38,,,,,-0.09241,-0.1705,0.0005,,,0.01,,,,,,,,
World,10/15/38,,,,,-0.05364,-0.139,0.038,,,0.15,-115.1473958,,-115.1474,,,,,
World,11/15/38,,,,,-0.17488,-0.262,-0.087,,,0.08,,,,,,,,
World,12/15/38,,,,,-0.26561,-0.354,-0.1745,,,-0.12,,,,,,,,
World,1/15/39,,,,,-0.19576,-0.289,-0.104,,,-0.04,-114.5807292,,-114.58073,,,,,
World,2/15/39,,,,,-0.14129,-0.233,-0.052,,,-0.06,,,,,,,,
World,3/15/39,,,,,-0.21226,-0.301,-0.1245,,,-0.17,,,,,,,,
World,4/15/39,,,,,-0.14104,-0.23,-0.052,,,-0.1,-111.5473958,,-111.5474,,,,,
World,5/15/39,,,,,-0.12127,-0.2045,-0.028,,,-0.04,,,,,,,,
World,6/15/39,,,,,-0.03791,-0.1185,0.0575,,,-0.07,,,,,,,,
World,7/15/39,,,,,-0.03201,-0.111,0.0645,,,-0.05,-101.4807292,,-101.48073,,,,,
World,8/15/39,,,,,-0.01486,-0.098,0.0845,,,-0.06,,,,,,,,
World,9/15/39,,,,,0.05475,-0.037,0.1555,,,-0.07,,,,,,,,
World,10/15/39,,,,,-0.16417,-0.2635,-0.06,,,-0.03,-112.0140625,,-112.01406,,,,,
World,11/15/39,,,,,-0.10872,-0.2135,-0.002,,,0.08,,,,,,,,
World,12/15/39,,,,,-0.11601,-0.2235,-0.0115,,,0.43,,,,,,,,
World,1/15/40,,,,,-0.04238,-0.1395,0.0555,,,0,-111.9140625,,-111.91406,,,,,
World,2/15/40,,,,,-0.07489,-0.1725,0.0255,,,0.08,,,,,,,,
World,3/15/40,,,,,-0.07122,-0.167,0.028,,,0.09,,,,,,,,
World,4/15/40,,,,,-0.0354,-0.129,0.0645,,,0.18,-117.4807292,,-117.48073,,,,,
World,5/15/40,,,,,0.06351,-0.0295,0.162,,,0.11,,,,,,,,
World,6/15/40,,,,,-0.04357,-0.1425,0.0615,,,0.12,,,,,,,,
World,7/15/40,,,,,0.03211,-0.069,0.1445,,,0.12,-121.6807292,,-121.68073,,,,,
World,8/15/40,,,,,0.01338,-0.086,0.1175,,,0.07,,,,,,,,
World,9/15/40,,,,,-0.02587,-0.123,0.0785,,,0.15,,,,,,,,
World,10/15/40,,,,,0.02723,-0.074,0.1365,,,0.11,-111.1807292,,-111.18073,,,,,
World,11/15/40,,,,,-0.05958,-0.1645,0.047,,,0.16,,,,,,,,
World,12/15/40,,,,,0.07274,-0.032,0.1785,,,0.31,,,,,,,,
World,1/15/41,,,,,-0.09764,-0.3415,0.1245,,,0.18,-106.0140625,,-106.01406,,,,,
World,2/15/41,,,,,-0.09795,-0.3415,0.1255,,,0.31,,,,,,,,
World,3/15/41,,,,,-0.08767,-0.3295,0.137,,,0.1,,,,,,,,
World,4/15/41,,,,,0.00677,-0.233,0.2335,,,0.17,-103.4140625,,-103.41406,,,,,
World,5/15/41,,,,,-0.08581,-0.3255,0.1395,,,0.17,,,,,,,,
World,6/15/41,,,,,0.03029,-0.2115,0.25,,,0.13,,,,,,,,
World,7/15/41,,,,,0.00143,-0.241,0.221,,,0.22,-100.7473958,,-100.7474,,,,,
World,8/15/41,,,,,-0.05716,-0.2975,0.1635,,,0.15,,,,,,,,
World,9/15/41,,,,,-0.07282,-0.315,0.1505,,,0.02,,,,,,,,
World,10/15/41,,,,,0.17149,-0.07,0.3975,,,0.35,-101.4807292,,-101.48073,,,,,
World,11/15/41,,,,,0.12538,-0.117,0.3555,,,0.23,,,,,,,,
World,12/15/41,,,,,0.2029,-0.0415,0.423,,,0.22,,,,,,,,
World,1/15/42,,,,,0.18988,-0.055,0.411,,,0.29,-107.2473958,,-107.2474,,,,,
World,2/15/42,,,,,0.16871,-0.071,0.391,,,0.02,,,,,,,,
World,3/15/42,,,,,0.13413,-0.1045,0.3555,,,0.06,,,,,,,,
World,4/15/42,,,,,0.04933,-0.19,0.267,,,0.1,-108.3473958,,-108.3474,,,,,
World,5/15/42,,,,,0.14498,-0.0955,0.364,,,0.11,,,,,,,,
World,6/15/42,,,,,0.07218,-0.168,0.286,,,0.05,,,,,,,,
World,7/15/42,,,,,0.0779,-0.16,0.294,,,0,-101.4473958,,-101.4474,,,,,
World,8/15/42,,,,,-0.03187,-0.272,0.189,,,-0.04,,,,,,,,
World,9/15/42,,,,,-0.02664,-0.2675,0.191,,,-0.03,,,,,,,,
World,10/15/42,,,,,-0.06734,-0.3105,0.1565,,,0.02,-97.04739583,,-97.0474,,,,,
World,11/15/42,,,,,-0.08797,-0.332,0.136,,,0.1,,,,,,,,
World,12/15/42,,,,,-0.06706,-0.3105,0.154,,,0.13,,,,,,,,
World,1/15/43,,,,,-0.04038,-0.2845,0.1845,,,-0.01,-97.88072917,,-97.88073,,,,,
World,2/15/43,,,,,-0.07564,-0.316,0.1445,,,0.18,,,,,,,,
World,3/15/43,,,,,-0.10816,-0.348,0.111,,,-0.03,,,,,,,,
World,4/15/43,,,,,-0.02373,-0.262,0.1955,,,0.11,-98.5140625,,-98.51406,,,,,
World,5/15/43,,,,,-0.00444,-0.2445,0.2145,,,0.07,,,,,,,,
World,6/15/43,,,,,0.0645,-0.175,0.281,,,-0.05,,,,,,,,
World,7/15/43,,,,,0.03029,-0.208,0.246,,,0.09,-104.0140625,,-104.01406,,,,,
World,8/15/43,,,,,0.19434,-0.047,0.4125,,,0.01,,,,,,,,
World,9/15/43,,,,,0.05427,-0.188,0.272,,,0.05,,,,,,,,
World,10/15/43,,,,,0.11622,-0.13,0.3385,,,0.23,-107.9807292,,-107.98073,,,,,
World,11/15/43,,,,,0.0978,-0.151,0.3215,,,0.2,,,,,,,,
World,12/15/43,,,,,0.1787,-0.0665,0.4005,,,0.24,,,,,,,,
World,1/15/44,,,,,0.08628,-0.1595,0.307,,,0.36,-105.2473958,,-105.2474,,,,,
World,2/15/44,,,,,0.12515,-0.12,0.3475,,,0.24,,,,,,,,
World,3/15/44,,,,,0.18041,-0.062,0.4025,,,0.26,,,,,,,,
World,4/15/44,,,,,0.1663,-0.0765,0.3875,,,0.2,-102.8140625,,-102.81406,,,,,
World,5/15/44,,,,,0.22619,-0.019,0.446,,,0.2,,,,,,,,
World,6/15/44,,,,,0.20567,-0.0375,0.427,,,0.16,,,,,,,,
World,7/15/44,,,,,0.28079,0.0385,0.495,,,0.18,-116.9473958,,-116.9474,,,,,
World,8/15/44,,,,,0.28631,0.0445,0.506,,,0.18,,,,,,,,
World,9/15/44,,,,,0.22085,-0.0225,0.437,,,0.28,,,,,,,,
World,10/15/44,,,,,0.20832,-0.0375,0.4295,,,0.27,-112.8807292,,-112.88073,,,,,
World,11/15/44,,,,,0.10276,-0.1455,0.3255,,,0.11,,,,,,,,
World,12/15/44,,,,,0.2562,0.0095,0.4775,,,0.04,,,,,,,,
World,1/15/45,,,,,0.21601,-0.0285,0.4385,,,0.1,-107.6473958,,-107.6474,,,,,
World,2/15/45,,,,,0.21469,-0.032,0.436,,,0.01,,,,,,,,
World,3/15/45,,,,,0.1653,-0.078,0.387,,,0.06,,,,,,,,
World,4/15/45,,,,,0.1731,-0.0665,0.3915,,,0.2,-107.0140625,,-107.01406,,,,,
World,5/15/45,,,,,0.11196,-0.128,0.3305,,,0.06,,,,,,,,
World,6/15/45,,,,,0.18095,-0.059,0.401,,,0.01,,,,,,,,
World,7/15/45,,,,,0.15671,-0.083,0.3775,,,0.04,-104.4473958,,-104.4474,,,,,
World,8/15/45,,,,,0.20796,-0.0325,0.4315,,,0.26,,,,,,,,
World,9/15/45,,,,,0.23938,-0.0025,0.458,,,0.21,,,,,,,,
World,10/15/45,,,,,0.2252,-0.0175,0.4385,,,0.19,-108.4473958,,-108.4474,,,,,
World,11/15/45,,,,,0.21249,-0.0455,0.4155,,,0.08,,,,,,,,
World,12/15/45,,,,,0.20411,-0.0665,0.402,,,-0.06,,,,,,,,
World,1/15/46,,,,,0.10182,-0.071,0.255,,,0.15,-103.5473958,,-103.5474,,,,,
World,2/15/46,,,,,-0.04736,-0.2235,0.107,,,0.03,,,,,,,,
World,3/15/46,,,,,0.11474,-0.0595,0.268,,,0.02,,,,,,,,
World,4/15/46,,,,,0.03393,-0.139,0.1895,,,0.06,-98.68072917,,-98.68073,,,,,
World,5/15/46,,,,,-0.11144,-0.286,0.0395,,,-0.07,,,,,,,,
World,6/15/46,,,,,-0.23822,-0.4075,-0.085,,,-0.21,,,,,,,,
World,7/15/46,,,,,-0.13535,-0.304,0.0205,,,-0.12,-92.68072917,,-92.68073,,,,,
World,8/15/46,,,,,-0.20103,-0.3755,-0.048,,,-0.2,,,,,,,,
World,9/15/46,,,,,-0.10511,-0.2785,0.043,,,-0.08,,,,,,,,
World,10/15/46,,,,,0.00522,-0.162,0.1555,,,-0.07,-101.0140625,,-101.01406,,,,,
World,11/15/46,,,,,-0.1362,-0.3095,0.017,,,-0.05,,,,,,,,
World,12/15/46,,,,,-0.21575,-0.393,-0.0695,,,-0.3,,,,,,,,
World,1/15/47,,,,,-0.07161,-0.258,0.077,,,-0.06,-104.2807292,,-104.28073,,,,,
World,2/15/47,,,,,-0.19707,-0.3735,-0.054,,,-0.07,,,,,,,,
World,3/15/47,,,,,-0.18586,-0.3615,-0.04,,,0.07,,,,,,,,
World,4/15/47,,,,,-0.0462,-0.222,0.103,,,0.06,-101.7473958,,-101.7474,,,,,
World,5/15/47,,,,,-0.1874,-0.3605,-0.0365,,,-0.01,,,,,,,,
World,6/15/47,,,,,-0.09725,-0.2715,0.06,,,-0.01,,,,,,,,
World,7/15/47,,,,,-0.07744,-0.246,0.0775,,,-0.04,-97.44739583,,-97.4474,,,,,
World,8/15/47,,,,,-0.13226,-0.3005,0.022,,,-0.07,,,,,,,,
World,9/15/47,,,,,-0.19543,-0.369,-0.0425,,,-0.12,,,,,,,,
World,10/15/47,,,,,-0.27154,-0.4405,-0.115,,,0.08,-86.84739583,,-86.8474,,,,,
World,11/15/47,,,,,-0.12316,-0.2945,0.0295,,,0.03,,,,,,,,
World,12/15/47,,,,,-0.19164,-0.3635,-0.043,,,-0.13,,,,,,,,
World,1/15/48,,,,,-0.18069,-0.3495,-0.035,,,0.07,-87.34739583,,-87.3474,,,,,
World,2/15/48,,,,,-0.21385,-0.369,-0.068,,,-0.14,,,,,,,,
World,3/15/48,,,,,-0.03644,-0.198,0.1055,,,-0.24,,,,,,,,
World,4/15/48,,,,,-0.14718,-0.308,0.0015,,,-0.12,-92.98072917,,-92.98073,,,,,
World,5/15/48,,,,,-0.01979,-0.1815,0.1185,,,-0.01,,,,,,,,
World,6/15/48,,,,,-0.03215,-0.189,0.11,,,-0.05,,,,,,,,
World,7/15/48,,,,,-0.19161,-0.353,-0.0495,,,-0.11,-91.8140625,,-91.81406,,,,,
World,8/15/48,,,,,-0.06223,-0.218,0.0725,,,-0.11,,,,,,,,
World,9/15/48,,,,,-0.20099,-0.3585,-0.0665,,,-0.14,,,,,,,,
World,10/15/48,,,,,-0.15209,-0.3195,-0.0115,,,-0.05,-90.84739583,,-90.8474,,,,,
World,11/15/48,,,,,-0.19148,-0.3645,-0.0535,,,-0.12,,,,,,,,
World,12/15/48,,,,,-0.17045,-0.3365,-0.04,,,-0.23,,,,,,,,
World,1/15/49,,,,,-0.05373,-0.1995,0.072,,,0.07,-87.3140625,,-87.31406,,,,,
World,2/15/49,,,,,-0.05779,-0.196,0.06,,,-0.14,,,,,,,,
World,3/15/49,,,,,-0.13255,-0.268,-0.012,,,-0.02,,,,,,,,
World,4/15/49,,,,,-0.04245,-0.1795,0.085,,,-0.11,-92.54739583,,-92.5474,,,,,
World,5/15/49,,,,,-0.0709,-0.203,0.052,,,-0.1,,,,,,,,
World,6/15/49,,,,,-0.19792,-0.3285,-0.0775,,,-0.27,,,,,,,,
World,7/15/49,,,,,-0.10131,-0.225,0.017,,,-0.13,-95.4140625,,-95.41406,,,,,
World,8/15/49,,,,,-0.08856,-0.205,0.024,,,-0.13,,,,,,,,
World,9/15/49,,,,,-0.13817,-0.2495,-0.0285,,,-0.14,,,,,,,,
World,10/15/49,,,,,-0.15446,-0.264,-0.042,,,-0.06,-93.68072917,,-93.68073,,,,,
World,11/15/49,,,,,-0.1683,-0.2825,-0.0575,,,-0.1,,,,,,,,
World,12/15/49,,,,,-0.1077,-0.216,0.004,,,-0.18,,,,,,,,
World,1/15/50,,,,,-0.13193,-0.237,-0.029,,,-0.26,-92.28072917,,-92.28073,,,,,
World,2/15/50,,,,,-0.19173,-0.2915,-0.088,,,-0.27,,,,,,,,
World,3/15/50,,,,,-0.16683,-0.2665,-0.0675,,,-0.07,,,,,,,,
World,4/15/50,,,,,-0.12644,-0.227,-0.0225,,,-0.21,-92.24739583,,-92.2474,,,,,
World,5/15/50,,,,,-0.08861,-0.187,0.0145,,,-0.11,,,,,,,,
World,6/15/50,,,,,-0.1135,-0.211,-0.0135,,,-0.05,,,,,,,,
World,7/15/50,,,,,0.01345,-0.0765,0.1085,,,-0.08,-91.44739583,,-91.4474,,,,,
World,8/15/50,,,,,-0.03073,-0.121,0.0625,,,-0.16,,,,,,,,
